1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
2 2 3
2 2 5
2 2 5
2 2 3
2 2 1
2 2 1
2 2 1
2 2 4
2 2 1
2 2 3
2 2 1
2 2 4
2 2 2
2 2 3
2 2 2
4 4 7
4 4 6
4 4 7
4 4 9
4 4 6
4 4 5
4 4 7
4 4 6
4 4 4
4 4 6
4 4 6
4 4 6
4 4 6
4 4 4
4 4 5
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
2 2 1
2 2 1
2 2 2
2 2 1
2 2 3
2 2 1
2 2 3
2 2 1
2 2 3
2 2 2
2 2 2
2 2 5
2 2 2
2 2 2
2 2 1
4 4 4
4 4 8
4 4 4
4 4 9
4 4 7
4 4 7
4 4 6
4 4 7
4 4 5
4 4 5
4 4 8
4 4 6
4 4 6
4 4 3
4 4 6
8 8 17
