1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
1 1 2 1 1.0 2
2 2 2 1 0.5 2
2 2 2 1 0.5 2
2 2 2 1 0.5 3
2 2 2 1 0.5 4
2 2 2 1 0.5 3
2 2 2 1 0.5 5
2 2 2 1 0.5 3
2 2 2 1 0.5 4
2 2 2 1 0.5 18
2 2 2 1 0.5 4
2 2 2 1 0.5 3
2 2 2 1 0.5 2
2 2 2 1 0.5 2
2 2 2 1 0.5 9
2 2 2 1 0.5 6
4 4 2 1 0.25 22
4 4 2 1 0.25 52
4 4 2 1 0.25 29
4 4 2 1 0.25 23
4 4 2 1 0.25 52
4 4 2 1 0.25 27
4 4 2 1 0.25 56
4 4 2 1 0.25 18
4 4 2 1 0.25 27
4 4 2 1 0.25 20
4 4 2 1 0.25 23
4 4 2 1 0.25 24
4 4 2 1 0.25 39
4 4 2 1 0.25 79
4 4 2 1 0.25 38
8 8 2 1 0.125 372
8 8 2 1 0.125 177
8 8 2 1 0.125 136
8 8 2 1 0.125 122
8 8 2 1 0.125 485
8 8 2 1 0.125 473
8 8 2 1 0.125 436
8 8 2 1 0.125 227
8 8 2 1 0.125 174
8 8 2 1 0.125 280
8 8 2 1 0.125 171
8 8 2 1 0.125 207
8 8 2 1 0.125 128
8 8 2 1 0.125 132
8 8 2 1 0.125 124
16 16 2 1 0.0625 2618
16 16 2 1 0.0625 922
16 16 2 1 0.0625 1385
16 16 2 1 0.0625 2146
16 16 2 1 0.0625 1369
16 16 2 1 0.0625 2587
16 16 2 1 0.0625 1004
16 16 2 1 0.0625 830
16 16 2 1 0.0625 865
16 16 2 1 0.0625 1014
16 16 2 1 0.0625 2557
16 16 2 1 0.0625 873
16 16 2 1 0.0625 1342
16 16 2 1 0.0625 1142
16 16 2 1 0.0625 2629
32 32 2 1 0.03125 3950
32 32 2 1 0.03125 3783
32 32 2 1 0.03125 13111
32 32 2 1 0.03125 5168
32 32 2 1 0.03125 5784
32 32 2 1 0.03125 5141
32 32 2 1 0.03125 6451
32 32 2 1 0.03125 3695
32 32 2 1 0.03125 5345
32 32 2 1 0.03125 8648
32 32 2 1 0.03125 6781
32 32 2 1 0.03125 13544
32 32 2 1 0.03125 4087
32 32 2 1 0.03125 5068
32 32 2 1 0.03125 7507
64 64 2 1 0.015625 32227
64 64 2 1 0.015625 39928
64 64 2 1 0.015625 23789
64 64 2 1 0.015625 29567
64 64 2 1 0.015625 18923
64 64 2 1 0.015625 27950
64 64 2 1 0.015625 29897
64 64 2 1 0.015625 42850
64 64 2 1 0.015625 30701
64 64 2 1 0.015625 28123
64 64 2 1 0.015625 31301
64 64 2 1 0.015625 38619
64 64 2 1 0.015625 30694
64 64 2 1 0.015625 30876
64 64 2 1 0.015625 27489
128 128 2 1 0.0078125 168539
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
1 1 10 6 1.0 10
2 2 10 6 0.5 10
2 2 10 6 0.5 10
2 2 10 6 0.5 10
2 2 10 6 0.5 16
2 2 10 6 0.5 10
2 2 10 6 0.5 16
2 2 10 6 0.5 16
2 2 10 6 0.5 16
2 2 10 6 0.5 16
2 2 10 6 0.5 16
2 2 10 6 0.5 16
2 2 10 6 0.5 16
2 2 10 6 0.5 16
2 2 10 6 0.5 16
2 2 10 6 0.5 16
4 4 10 6 0.25 82
4 4 10 6 0.25 46
4 4 10 6 0.25 40
4 4 10 6 0.25 40
4 4 10 6 0.25 70
4 4 10 6 0.25 58
4 4 10 6 0.25 52
4 4 10 6 0.25 64
4 4 10 6 0.25 16
4 4 10 6 0.25 64
4 4 10 6 0.25 46
4 4 10 6 0.25 40
4 4 10 6 0.25 34
4 4 10 6 0.25 52
4 4 10 6 0.25 22
8 8 10 6 0.125 430
8 8 10 6 0.125 178
8 8 10 6 0.125 220
8 8 10 6 0.125 172
8 8 10 6 0.125 172
8 8 10 6 0.125 334
8 8 10 6 0.125 154
8 8 10 6 0.125 274
8 8 10 6 0.125 208
8 8 10 6 0.125 262
8 8 10 6 0.125 208
8 8 10 6 0.125 136
8 8 10 6 0.125 184
8 8 10 6 0.125 184
8 8 10 6 0.125 148
16 16 10 6 0.0625 652
16 16 10 6 0.0625 862
16 16 10 6 0.0625 784
16 16 10 6 0.0625 1564
16 16 10 6 0.0625 1078
16 16 10 6 0.0625 748
16 16 10 6 0.0625 1420
16 16 10 6 0.0625 1240
16 16 10 6 0.0625 1066
16 16 10 6 0.0625 952
16 16 10 6 0.0625 1648
16 16 10 6 0.0625 478
16 16 10 6 0.0625 802
16 16 10 6 0.0625 1192
16 16 10 6 0.0625 1018
32 32 10 6 0.03125 4234
32 32 10 6 0.03125 5854
32 32 10 6 0.03125 3178
32 32 10 6 0.03125 5026
32 32 10 6 0.03125 3814
32 32 10 6 0.03125 6490
