1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
1 1 4 1 0.25 1
2 2 4 1 0.25 41
2 2 4 1 0.25 17
2 2 4 1 0.25 9
2 2 4 1 0.25 9
2 2 4 1 0.25 17
2 2 4 1 0.25 17
2 2 4 1 0.25 1
2 2 4 1 0.25 1
2 2 4 1 0.25 9
2 2 4 1 0.25 9
2 2 4 1 0.25 17
2 2 4 1 0.25 1
2 2 4 1 0.25 25
2 2 4 1 0.25 9
2 2 4 1 0.25 1
4 4 4 1 0.25 113
4 4 4 1 0.25 41
4 4 4 1 0.25 17
4 4 4 1 0.25 65
4 4 4 1 0.25 25
4 4 4 1 0.25 41
4 4 4 1 0.25 33
4 4 4 1 0.25 41
4 4 4 1 0.25 17
4 4 4 1 0.25 49
4 4 4 1 0.25 41
4 4 4 1 0.25 25
4 4 4 1 0.25 49
4 4 4 1 0.25 65
4 4 4 1 0.25 25
8 8 4 0.5 0.25 305
8 8 4 0.5 0.25 169
8 8 4 0.5 0.25 273
8 8 4 0.5 0.25 145
8 8 4 0.5 0.25 137
8 8 4 0.5 0.25 193
8 8 4 0.5 0.25 209
8 8 4 0.5 0.25 721
8 8 4 0.5 0.25 409
8 8 4 0.5 0.25 329
8 8 4 0.5 0.25 249
8 8 4 0.5 0.25 329
8 8 4 0.5 0.25 297
8 8 4 0.5 0.25 425
8 8 4 0.5 0.25 193
16 16 4 0.25 0.25 2041
16 16 4 0.25 0.25 1177
16 16 4 0.25 0.25 3561
16 16 4 0.25 0.25 681
16 16 4 0.25 0.25 1585
16 16 4 0.25 0.25 3217
16 16 4 0.25 0.25 1721
16 16 4 0.25 0.25 2297
16 16 4 0.25 0.25 1849
16 16 4 0.25 0.25 1041
16 16 4 0.25 0.25 2841
16 16 4 0.25 0.25 2105
16 16 4 0.25 0.25 1273
16 16 4 0.25 0.25 1881
16 16 4 0.25 0.25 1889
32 32 4 0.125 0.25 7609
32 32 4 0.125 0.25 13409
32 32 4 0.125 0.25 7833
32 32 4 0.125 0.25 14905
32 32 4 0.125 0.25 13225
32 32 4 0.125 0.25 13377
32 32 4 0.125 0.25 6233
32 32 4 0.125 0.25 12937
